INSERT INTO Client (email,username,name,gender,sexual_orientation, bio, description, likes, state, age, birthday) VALUES ('karaAcevedo@gmail.com', 'Kara Acevedo', 'karaAcevedo', 'F', 'W', 'This is the bio', 'This is the description', 'Running, Reading, Hiking, Watching series, Acrobatics', 'Reported', 'karaAcevedoprofilePic', 30, '1963-3-19'),
('bufordCamp@gmail.com', 'Buford Camp', 'bufordCamp', 'M', 'M', 'This is the bio', 'This is the description', 'Photography, Yoga, Dancing, Listening to music, Baseball', 'Pending', 'bufordCampprofilePic', 37, '1955-9-24'),
('shirlyRowe@gmail.com', 'Shirly Rowe', 'shirlyRowe', 'F', 'W', 'This is the bio', 'This is the description', 'Acrobatics, Blogging, Running, Dancing, Cycling', 'Reported', 'shirlyRoweprofilePic', 32, '2000-7-11'),
('carrolTorres@gmail.com', 'Carrol Torres', 'carrolTorres', 'M', 'M', 'This is the bio', 'This is the description', 'Bowling, Watching movies, Blogging, Dancing, Yoga', 'Pending', 'carrolTorresprofilePic', 28, '1984-2-2'),
('raymondFord@gmail.com', 'Raymond Ford', 'raymondFord', 'M', 'B', 'This is the bio', 'This is the description', 'Dancing, Watching movies, Parkour, Running, Acrobatics', 'Accepted', 'raymondFordprofilePic', 22, '1973-8-12'),
('hiltonBoggs@gmail.com', 'Hilton Boggs', 'hiltonBoggs', 'M', 'B', 'This is the bio', 'This is the description', 'Journaling, Parkour, Cycling, Running, Photography', 'Reported', 'hiltonBoggsprofilePic', 32, '1962-5-14'),
('donnGarrison@gmail.com', 'Donn Garrison', 'donnGarrison', 'Other', 'B', 'This is the bio', 'This is the description', 'Baseball, Listening to music, Blogging, Bowling, Knitting', 'Reported', 'donnGarrisonprofilePic', 28, '1976-11-9'),
('hoseaProctor@gmail.com', 'Hosea Proctor', 'hoseaProctor', 'Other', 'M', 'This is the bio', 'This is the description', 'Watching movies, Yoga, Dancing, Running, Blogging', 'Accepted', 'hoseaProctorprofilePic', 21, '1983-8-20'),
('claudioOneill@gmail.com', 'Claudio Oneill', 'claudioOneill', 'M', 'B', 'This is the bio', 'This is the description', 'Fishing, Bowling, Listening to music, Reading, Watching series', 'Reported', 'claudioOneillprofilePic', 35, '1962-7-11'),
('maynardGutierrez@gmail.com', 'Maynard Gutierrez', 'maynardGutierrez', 'M', 'B', 'This is the bio', 'This is the description', 'Photography, Chess, Running, Reading, Parkour', 'Pending', 'maynardGutierrezprofilePic', 35, '1994-6-28'),
('leonardJones@gmail.com', 'Leonard Jones', 'leonardJones', 'M', 'B', 'This is the bio', 'This is the description', 'Watching movies, Listening to music, Dancing, Blogging, Paintball', 'Reported', 'leonardJonesprofilePic', 38, '1950-8-24'),
('wendellHays@gmail.com', 'Wendell Hays', 'wendellHays', 'Other', 'W', 'This is the bio', 'This is the description', 'Dancing, Car fixing, Watching series, Chess, Fishing', 'Pending', 'wendellHaysprofilePic', 38, '1997-4-13'),
('lannyGuthrie@gmail.com', 'Lanny Guthrie', 'lannyGuthrie', 'M', 'W', 'This is the bio', 'This is the description', 'Dancing, Listening to podcasts, Yoga, Reading, Knitting', 'Accepted', 'lannyGuthrieprofilePic', 34, '1961-1-14'),
('johnShaw@gmail.com', 'John Shaw', 'johnShaw', 'F', 'B', 'This is the bio', 'This is the description', 'Blogging, Paintball, Reading, Baseball, Parkour', 'Accepted', 'johnShawprofilePic', 40, '1988-10-27'),
('debraHodges@gmail.com', 'Debra Hodges', 'debraHodges', 'F', 'M', 'This is the bio', 'This is the description', 'Watching series, Parkour, Fishing, Acrobatics, Watching movies', 'Reported', 'debraHodgesprofilePic', 19, '1977-7-12'),
('diamondVargas@gmail.com', 'Diamond Vargas', 'diamondVargas', 'Other', 'W', 'This is the bio', 'This is the description', 'Yoga, Chess, Reading, Bowling, Watching movies', 'Accepted', 'diamondVargasprofilePic', 26, '1953-2-18'),
('madelineBurke@gmail.com', 'Madeline Burke', 'madelineBurke', 'F', 'M', 'This is the bio', 'This is the description', 'Yoga, Photography, Reading, Journaling, Car fixing', 'Reported', 'madelineBurkeprofilePic', 40, '1992-12-23'),
('maribethWatts@gmail.com', 'Maribeth Watts', 'maribethWatts', 'F', 'W', 'This is the bio', 'This is the description', 'Yoga, Watching series, Car fixing, Bowling, Dancing', 'Reported', 'maribethWattsprofilePic', 39, '1968-1-5'),
('augustusPryor@gmail.com', 'Augustus Pryor', 'augustusPryor', 'M', 'M', 'This is the bio', 'This is the description', 'Listening to podcasts, Cycling, Yoga, Watching series, Reading', 'Reported', 'augustusPryorprofilePic', 36, '1971-10-18'),
('virgilRosado@gmail.com', 'Virgil Rosado', 'virgilRosado', 'M', 'W', 'This is the bio', 'This is the description', 'Reading, Hiking, Paintball, Running, Cycling', 'Accepted', 'virgilRosadoprofilePic', 19, '1996-7-13'),
('efrainDickerson@gmail.com', 'Efrain Dickerson', 'efrainDickerson', 'M', 'W', 'This is the bio', 'This is the description', 'Baseball, Fishing, Dancing, Knitting, Acrobatics', 'Reported', 'efrainDickersonprofilePic', 34, '1963-8-28'),
('loraHolden@gmail.com', 'Lora Holden', 'loraHolden', 'F', 'W', 'This is the bio', 'This is the description', 'Journaling, Cycling, Chess, Listening to podcasts, Watching series', 'Pending', 'loraHoldenprofilePic', 36, '1998-10-6'),
('boyceCannon@gmail.com', 'Boyce Cannon', 'boyceCannon', 'M', 'B', 'This is the bio', 'This is the description', 'Listening to music, Dancing, Chess, Car fixing, Hiking', 'Accepted', 'boyceCannonprofilePic', 24, '1975-7-6'),
('bennySweeney@gmail.com', 'Benny Sweeney', 'bennySweeney', 'M', 'W', 'This is the bio', 'This is the description', 'Journaling, Watching movies, Baseball, Acrobatics, Dancing', 'Accepted', 'bennySweeneyprofilePic', 24, '1960-2-6'),
('farahPatterson@gmail.com', 'Farah Patterson', 'farahPatterson', 'Other', 'M', 'This is the bio', 'This is the description', 'Chess, Yoga, Running, Watching movies, Car fixing', 'Reported', 'farahPattersonprofilePic', 31, '1993-5-22'),
('artClay@gmail.com', 'Art Clay', 'artClay', 'M', 'B', 'This is the bio', 'This is the description', 'Blogging, Baseball, Parkour, Yoga, Running', 'Reported', 'artClayprofilePic', 30, '1986-1-5'),
('hanaColeman@gmail.com', 'Hana Coleman', 'hanaColeman', 'F', 'B', 'This is the bio', 'This is the description', 'Baseball, Dancing, Chess, Knitting, Bowling', 'Accepted', 'hanaColemanprofilePic', 19, '1962-4-17'),
('groverBurnett@gmail.com', 'Grover Burnett', 'groverBurnett', 'M', 'W', 'This is the bio', 'This is the description', 'Listening to podcasts, Hiking, Acrobatics, Baseball, Chess', 'Accepted', 'groverBurnettprofilePic', 21, '1972-9-8'),
('jermaineTracy@gmail.com', 'Jermaine Tracy', 'jermaineTracy', 'M', 'W', 'This is the bio', 'This is the description', 'Blogging, Car fixing, Watching movies, Bowling, Dancing', 'Reported', 'jermaineTracyprofilePic', 18, '1986-5-21'),
('justinPollard@gmail.com', 'Justin Pollard', 'justinPollard', 'F', 'M', 'This is the bio', 'This is the description', 'Hiking, Acrobatics, Chess, Knitting, Bowling', 'Accepted', 'justinPollardprofilePic', 20, '1965-9-2'),
('sherieEllis@gmail.com', 'Sherie Ellis', 'sherieEllis', 'Other', 'M', 'This is the bio', 'This is the description', 'Paintball, Journaling, Bowling, Reading, Running', 'Accepted', 'sherieEllisprofilePic', 39, '1999-3-4'),
('vitoDominguez@gmail.com', 'Vito Dominguez', 'vitoDominguez', 'Other', 'B', 'This is the bio', 'This is the description', 'Knitting, Baseball, Acrobatics, Dancing, Chess', 'Reported', 'vitoDominguezprofilePic', 33, '1989-8-14'),
('blancaMorse@gmail.com', 'Blanca Morse', 'blancaMorse', 'F', 'B', 'This is the bio', 'This is the description', 'Blogging, Dancing, Parkour, Yoga, Journaling', 'Reported', 'blancaMorseprofilePic', 22, '1955-11-27'),
('nanetteMonroe@gmail.com', 'Nanette Monroe', 'nanetteMonroe', 'Other', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Fishing, Cycling, Bowling, Watching movies', 'Pending', 'nanetteMonroeprofilePic', 33, '1976-2-22'),
('bryonMontoya@gmail.com', 'Bryon Montoya', 'bryonMontoya', 'M', 'B', 'This is the bio', 'This is the description', 'Hiking, Cycling, Baseball, Paintball, Bowling', 'Reported', 'bryonMontoyaprofilePic', 23, '1978-6-7'),
('charleyVillanueva@gmail.com', 'Charley Villanueva', 'charleyVillanueva', 'Other', 'W', 'This is the bio', 'This is the description', 'Yoga, Knitting, Chess, Listening to podcasts, Parkour', 'Pending', 'charleyVillanuevaprofilePic', 30, '1965-7-16'),
('donnellNixon@gmail.com', 'Donnell Nixon', 'donnellNixon', 'M', 'B', 'This is the bio', 'This is the description', 'Parkour, Paintball, Running, Dancing, Watching series', 'Accepted', 'donnellNixonprofilePic', 24, '1961-10-9'),
('deandreReeves@gmail.com', 'Deandre Reeves', 'deandreReeves', 'M', 'M', 'This is the bio', 'This is the description', 'Cycling, Acrobatics, Fishing, Reading, Running', 'Reported', 'deandreReevesprofilePic', 28, '1975-1-8'),
('victorWoodward@gmail.com', 'Victor Woodward', 'victorWoodward', 'M', 'M', 'This is the bio', 'This is the description', 'Car fixing, Listening to music, Acrobatics, Running, Hiking', 'Reported', 'victorWoodwardprofilePic', 26, '1975-5-4'),
('ardellaRichards@gmail.com', 'Ardella Richards', 'ardellaRichards', 'F', 'B', 'This is the bio', 'This is the description', 'Fishing, Listening to music, Dancing, Listening to podcasts, Watching series', 'Reported', 'ardellaRichardsprofilePic', 37, '1955-7-22'),
('gilFlynn@gmail.com', 'Gil Flynn', 'gilFlynn', 'M', 'M', 'This is the bio', 'This is the description', 'Photography, Bowling, Fishing, Chess, Blogging', 'Reported', 'gilFlynnprofilePic', 21, '1960-3-28'),
('normanBurks@gmail.com', 'Norman Burks', 'normanBurks', 'M', 'W', 'This is the bio', 'This is the description', 'Parkour, Reading, Fishing, Bowling, Listening to podcasts', 'Reported', 'normanBurksprofilePic', 34, '1977-10-13'),
('adelleRamirez@gmail.com', 'Adelle Ramirez', 'adelleRamirez', 'F', 'W', 'This is the bio', 'This is the description', 'Parkour, Baseball, Hiking, Paintball, Journaling', 'Accepted', 'adelleRamirezprofilePic', 22, '1967-8-17'),
('ileneElder@gmail.com', 'Ilene Elder', 'ileneElder', 'Other', 'W', 'This is the bio', 'This is the description', 'Bowling, Chess, Acrobatics, Fishing, Journaling', 'Accepted', 'ileneElderprofilePic', 23, '1978-3-25'),
('clementeElliott@gmail.com', 'Clemente Elliott', 'clementeElliott', 'M', 'B', 'This is the bio', 'This is the description', 'Paintball, Acrobatics, Blogging, Reading, Car fixing', 'Pending', 'clementeElliottprofilePic', 31, '1967-8-11'),
('paolaHowell@gmail.com', 'Paola Howell', 'paolaHowell', 'F', 'B', 'This is the bio', 'This is the description', 'Parkour, Hiking, Blogging, Dancing, Knitting', 'Pending', 'paolaHowellprofilePic', 38, '1994-12-20'),
('gussiePollard@gmail.com', 'Gussie Pollard', 'gussiePollard', 'F', 'M', 'This is the bio', 'This is the description', 'Bowling, Listening to music, Fishing, Listening to podcasts, Reading', 'Reported', 'gussiePollardprofilePic', 20, '1995-12-3'),
('linneaChilds@gmail.com', 'Linnea Childs', 'linneaChilds', 'F', 'B', 'This is the bio', 'This is the description', 'Watching movies, Car fixing, Running, Fishing, Baseball', 'Accepted', 'linneaChildsprofilePic', 20, '1963-4-7'),
('elliotLe@gmail.com', 'Elliot Le', 'elliotLe', 'M', 'M', 'This is the bio', 'This is the description', 'Car fixing, Chess, Paintball, Yoga, Watching series', 'Accepted', 'elliotLeprofilePic', 22, '1956-4-24'),
('johnsonGallagher@gmail.com', 'Johnson Gallagher', 'johnsonGallagher', 'Other', 'W', 'This is the bio', 'This is the description', 'Fishing, Baseball, Knitting, Journaling, Blogging', 'Reported', 'johnsonGallagherprofilePic', 31, '1954-4-9'),
('paulinaMayo@gmail.com', 'Paulina Mayo', 'paulinaMayo', 'F', 'W', 'This is the bio', 'This is the description', 'Bowling, Baseball, Journaling, Running, Yoga', 'Reported', 'paulinaMayoprofilePic', 40, '1970-5-13'),
('sterlingOrr@gmail.com', 'Sterling Orr', 'sterlingOrr', 'M', 'M', 'This is the bio', 'This is the description', 'Blogging, Watching series, Running, Paintball, Listening to music', 'Accepted', 'sterlingOrrprofilePic', 18, '1953-9-19'),
('jordanMcbride@gmail.com', 'Jordan Mcbride', 'jordanMcbride', 'Other', 'W', 'This is the bio', 'This is the description', 'Bowling, Parkour, Listening to music, Reading, Photography', 'Accepted', 'jordanMcbrideprofilePic', 27, '1982-11-10'),
('guyDaugherty@gmail.com', 'Guy Daugherty', 'guyDaugherty', 'M', 'M', 'This is the bio', 'This is the description', 'Car fixing, Knitting, Acrobatics, Photography, Reading', 'Accepted', 'guyDaughertyprofilePic', 24, '1960-2-19'),
('mimiThomas@gmail.com', 'Mimi Thomas', 'mimiThomas', 'F', 'M', 'This is the bio', 'This is the description', 'Yoga, Listening to podcasts, Hiking, Journaling, Fishing', 'Pending', 'mimiThomasprofilePic', 40, '1983-8-18'),
('seanDunlap@gmail.com', 'Sean Dunlap', 'seanDunlap', 'Other', 'M', 'This is the bio', 'This is the description', 'Reading, Watching movies, Dancing, Paintball, Car fixing', 'Accepted', 'seanDunlapprofilePic', 20, '1983-10-9'),
('mohamedWitt@gmail.com', 'Mohamed Witt', 'mohamedWitt', 'Other', 'B', 'This is the bio', 'This is the description', 'Car fixing, Dancing, Watching series, Yoga, Watching movies', 'Reported', 'mohamedWittprofilePic', 19, '1975-1-1'),
('julianMurphy@gmail.com', 'Julian Murphy', 'julianMurphy', 'M', 'B', 'This is the bio', 'This is the description', 'Parkour, Paintball, Running, Reading, Yoga', 'Reported', 'julianMurphyprofilePic', 19, '2004-7-21'),
('catheyRandall@gmail.com', 'Cathey Randall', 'catheyRandall', 'F', 'W', 'This is the bio', 'This is the description', 'Journaling, Parkour, Chess, Listening to music, Running', 'Reported', 'catheyRandallprofilePic', 18, '2002-10-15'),
('daltonWilder@gmail.com', 'Dalton Wilder', 'daltonWilder', 'M', 'B', 'This is the bio', 'This is the description', 'Listening to music, Running, Listening to podcasts, Parkour, Journaling', 'Reported', 'daltonWilderprofilePic', 32, '1950-7-1'),
('magdalenaFlanagan@gmail.com', 'Magdalena Flanagan', 'magdalenaFlanagan', 'F', 'B', 'This is the bio', 'This is the description', 'Chess, Yoga, Baseball, Blogging, Photography', 'Reported', 'magdalenaFlanaganprofilePic', 27, '1967-8-15'),
('phillipMann@gmail.com', 'Phillip Mann', 'phillipMann', 'M', 'W', 'This is the bio', 'This is the description', 'Bowling, Listening to music, Photography, Hiking, Listening to podcasts', 'Pending', 'phillipMannprofilePic', 25, '1993-4-1'),
('maxwellRivas@gmail.com', 'Maxwell Rivas', 'maxwellRivas', 'M', 'B', 'This is the bio', 'This is the description', 'Photography, Chess, Bowling, Dancing, Fishing', 'Accepted', 'maxwellRivasprofilePic', 38, '1985-4-25'),
('antonyWang@gmail.com', 'Antony Wang', 'antonyWang', 'Other', 'W', 'This is the bio', 'This is the description', 'Blogging, Listening to podcasts, Chess, Reading, Acrobatics', 'Accepted', 'antonyWangprofilePic', 33, '1980-6-20'),
('ethylLyons@gmail.com', 'Ethyl Lyons', 'ethylLyons', 'F', 'B', 'This is the bio', 'This is the description', 'Yoga, Listening to podcasts, Chess, Knitting, Blogging', 'Pending', 'ethylLyonsprofilePic', 30, '1964-6-8'),
('jaimieGregg@gmail.com', 'Jaimie Gregg', 'jaimieGregg', 'Other', 'W', 'This is the bio', 'This is the description', 'Parkour, Watching series, Car fixing, Baseball, Journaling', 'Accepted', 'jaimieGreggprofilePic', 24, '1957-7-17'),
('issacOliver@gmail.com', 'Issac Oliver', 'issacOliver', 'M', 'B', 'This is the bio', 'This is the description', 'Journaling, Listening to podcasts, Acrobatics, Knitting, Listening to music', 'Pending', 'issacOliverprofilePic', 23, '1967-3-5'),
('janettaForbes@gmail.com', 'Janetta Forbes', 'janettaForbes', 'Other', 'M', 'This is the bio', 'This is the description', 'Bowling, Car fixing, Listening to music, Parkour, Journaling', 'Accepted', 'janettaForbesprofilePic', 25, '1983-3-27'),
('altonThompson@gmail.com', 'Alton Thompson', 'altonThompson', 'M', 'M', 'This is the bio', 'This is the description', 'Chess, Running, Bowling, Dancing, Yoga', 'Reported', 'altonThompsonprofilePic', 31, '1986-1-23'),
('ricoReid@gmail.com', 'Rico Reid', 'ricoReid', 'M', 'B', 'This is the bio', 'This is the description', 'Fishing, Journaling, Running, Blogging, Bowling', 'Pending', 'ricoReidprofilePic', 33, '1956-8-25'),
('jesseOdonnell@gmail.com', 'Jesse Odonnell', 'jesseOdonnell', 'F', 'B', 'This is the bio', 'This is the description', 'Hiking, Fishing, Journaling, Listening to podcasts, Parkour', 'Accepted', 'jesseOdonnellprofilePic', 39, '1954-8-25'),
('nathanialGoss@gmail.com', 'Nathanial Goss', 'nathanialGoss', 'M', 'B', 'This is the bio', 'This is the description', 'Baseball, Journaling, Running, Car fixing, Acrobatics', 'Reported', 'nathanialGossprofilePic', 39, '1986-8-15'),
('jackProctor@gmail.com', 'Jack Proctor', 'jackProctor', 'Other', 'M', 'This is the bio', 'This is the description', 'Yoga, Cycling, Blogging, Baseball, Watching movies', 'Pending', 'jackProctorprofilePic', 26, '1958-6-18'),
('gregRhodes@gmail.com', 'Greg Rhodes', 'gregRhodes', 'M', 'M', 'This is the bio', 'This is the description', 'Acrobatics, Blogging, Yoga, Parkour, Bowling', 'Accepted', 'gregRhodesprofilePic', 36, '1970-2-23'),
('mosesWomack@gmail.com', 'Moses Womack', 'mosesWomack', 'M', 'B', 'This is the bio', 'This is the description', 'Paintball, Watching movies, Reading, Chess, Fishing', 'Accepted', 'mosesWomackprofilePic', 34, '1957-11-24'),
('geriFields@gmail.com', 'Geri Fields', 'geriFields', 'F', 'M', 'This is the bio', 'This is the description', 'Reading, Watching movies, Yoga, Acrobatics, Knitting', 'Pending', 'geriFieldsprofilePic', 38, '1974-8-4'),
('keeshaEspinoza@gmail.com', 'Keesha Espinoza', 'keeshaEspinoza', 'F', 'W', 'This is the bio', 'This is the description', 'Parkour, Knitting, Car fixing, Listening to music, Listening to podcasts', 'Pending', 'keeshaEspinozaprofilePic', 32, '1995-2-27'),
('tedScott@gmail.com', 'Ted Scott', 'tedScott', 'M', 'M', 'This is the bio', 'This is the description', 'Listening to music, Watching series, Hiking, Fishing, Paintball', 'Accepted', 'tedScottprofilePic', 38, '1986-1-13'),
('joseStein@gmail.com', 'Jose Stein', 'joseStein', 'M', 'W', 'This is the bio', 'This is the description', 'Journaling, Dancing, Bowling, Chess, Paintball', 'Pending', 'joseSteinprofilePic', 40, '2002-6-27'),
('josefaGolden@gmail.com', 'Josefa Golden', 'josefaGolden', 'Other', 'M', 'This is the bio', 'This is the description', 'Paintball, Hiking, Reading, Car fixing, Baseball', 'Pending', 'josefaGoldenprofilePic', 29, '1990-2-1'),
('karonBean@gmail.com', 'Karon Bean', 'karonBean', 'F', 'M', 'This is the bio', 'This is the description', 'Journaling, Car fixing, Listening to podcasts, Bowling, Chess', 'Reported', 'karonBeanprofilePic', 20, '1991-1-8'),
('opheliaBritt@gmail.com', 'Ophelia Britt', 'opheliaBritt', 'F', 'B', 'This is the bio', 'This is the description', 'Knitting, Blogging, Baseball, Acrobatics, Chess', 'Accepted', 'opheliaBrittprofilePic', 34, '1985-11-22'),
('scottyRichmond@gmail.com', 'Scotty Richmond', 'scottyRichmond', 'M', 'M', 'This is the bio', 'This is the description', 'Parkour, Baseball, Reading, Yoga, Watching series', 'Pending', 'scottyRichmondprofilePic', 40, '1995-2-21'),
('ernestoCoffey@gmail.com', 'Ernesto Coffey', 'ernestoCoffey', 'M', 'B', 'This is the bio', 'This is the description', 'Watching series, Listening to podcasts, Parkour, Yoga, Photography', 'Reported', 'ernestoCoffeyprofilePic', 37, '1986-10-25'),
